tom_code,ibge_code,state,municipality_name,valid_from_release,valid_to_release,evidence_reference
1182,5101837,MT,BOA ESPERANÇA DO NORTE,2025-01,,https://www.ibge.gov.br/explica/codigos-dos-municipios.php | https://www.boaesperancadonorte.mt.gov.br/pages/codigos-de-identificacao-do-municipio
